reviewerID,recommendation_product
ANTLOTLGG3NNP,"B000050FDY,B00005JS5C,B0002JHI1I,B000FI4S1E,B000URXP6E,B000X2FPXC,B0013YXQ58,B001ET7FZE,B006IB5T4W,B007HERMKI,B000FOI48G,B00JY8FFDQ,B00W259T7G,B01BZV6VVY,B01CTE4DAM,B00P5N13SK,B000PHANNM,B001MZ60V0,B00D83TNRM,B00FXW81RY,B00KA3VEG6,B00YCEI958,B01EGWTUY4,B0053WVNPG,B0062SGRHY,B00AJYY7HY,B00004U9V2,B0001EL4M8,B00021CDQ6,B0002OZ018,B0002ZOF22,B0007M11XQ,B000A5CPJ4,B000B626ZK,B000GDJDPE,B000GI3TZ4,B000HX4JWK,B000MIH34Q,B000MNJMDG,B000N2KWOY,B000O7PH34,B000PHUKEE,B000PHZ7HO,B000SWY05Q,B000WMWR1G,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013J8ARW,B0013U0EYI,B0015Z532O,B0016191HU,B0018APVTG,B001C0W8QG,B002D48QUC,B002P3L99G,B003B6S36S,B003CR4KRM,B004Q1OCQ2,B004XHOBAG,B0052H2JXW,B00837YY18,B008H6MXBI,B00A8JWJRA,B00BH3INN0,B00CUF29WU,B00CYHM3Y8,B00DHGE89I,B00EU6NK66,B00FBH5AXY,B00GBH8TBS,B00II17BAA,B00JR66VBU,B00LA5NKTM,B00LA5NHXQ,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00U1E54CE,B00U6ZCD2C,B00UVRZLLA,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00ZVFKY14,B011J6HJKM,B011KPIPRI,B013QWS5A0,B014UC1R5U,B015OVPE3C,B01714LPZG,B019OS5DRS,B01A0NT3D6,B01ALDX700,B01B4OIJ62,B01C8278QQ,B01DQG37VS,B01DWRRVFY,B01EBTAU5K"
A3LWVPC3KVQAFR,"B000050FDY,B00005JS5C,B0002JHI1I,B0009RF9DW,B000URXP6E,B000X2FPXC,B002RZZXYE,B00567UTKI,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00G5L867C,B00Q794RMA,B00W259T7G,B014TOT602,B01C7G4REE,B007HXMQXM,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00O4UYXC8,B00PJIPZGW,B00ZZ17P84,B01FWBN620,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZOF22,B0002ZW5UQ,B000CRQHNU,B000GDJDPE,B000GI3TZ4,B000MIH34Q,B000PHZ7HO,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013CU7PW,B0013U0EYI,B0015Z532O,B0016191HU,B0018APVTG,B001GPUHZQ,B001T0HHDS,B002B4540O,B002D48QUC,B003B6S36S,B003CR4KRM,B003V1I44E,B004Q1OCQ2,B004XHOBAG,B006Z773PM,B0079K5ZPY,B007PCB5OQ,B007Y550PO,B00837YY18,B0089HGSMK,B008H6MXBI,B00BH3INN0,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00EU6NK66,B00FBH5AXY,B00GBH8TBS,B00II17BAA,B00J9POUBC,B00JR66VBU,B00KYAYL2E,B00LA5NKTM,B00LA5NHXQ,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00SXM70UA,B00TLUNPUW,B00U1E54CE,B00U6ZCD2C,B00UKLH4SU,B00UVRZLLA,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B00YHPQLO8,B00ZVFKY14,B010NL93PI,B011J6HJKM,B01714LPZG,B01ALDX700,B01C68GAXE,B01C8278QQ,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01ELU4DSE,B01FTDAHVO,B01GOZ61O8"
A11WQTPV352LGH,"B00005JS5C,B001JKRNX2,B002RZZXYE,B004A7NXG2,B000FOI48G,B00JIN3QEM,B014DH4FTC,B00FKXV8ZI,B017MNBBFU,B000PHANNM,B003MWEIA6,B007HXMQXM,B008VEPDMC,B009RUKQ2G,B00D83TNRM,B00FXW81RY,B00IOCE2F0,B00KA3VEG6,B00KW4LIJQ,B00LIGBCTS,B00S7J0X12,B00SPPZPQG,B00TEMYTBG,B00ZZ17P84,B01EL9BQ1M,B00AJYY7HY,B00COW4G9S,B00F2OZ5JK,B00I964ISW,B00KMFPX28,B00KP1CTVW,B00NHM0F0I,B00P27Y1QA,B00UVD7COI,B017LH7XI6,B01BRAFDZS,B01G50EPWC,B00004U9V2,B0002ZOF22,B0007M11XQ,B000BYVBIU,B000FJGFUK,B000GI3TZ4,B000HX4JWK,B000IOAA3K,B000JYNDXS,B000PHTC20,B000PI38QA,B000PHZ7HO,B000SWY05Q,B000WMWR1G,B000YBNL2Y,B00132H3UE,B0013U0EYI,B0016191HU,B0019IVEEI,B002D48QUC,B003CR4KRM,B003V1I44E,B004Q1OCQ2,B005CBWYME,B005EZSUS0,B005NWO9SE,B005R3PLHC,B006OLGV2A,B008H6MXBI,B008MAPGEK,B0090QKZ9G,B00AOGPLKY,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00D6V6TTG,B00EEW7NPA,B00IZO0LLG,B00LA5NKTM,B00QA29O2C,B00QTTJWMS,B00TKOK5KC,B00U1E54CE,B00U6ZCD2C,B00X7NEOVS,B00X8T2L5W,B00YFVC15W,B00ZVFKY14,B011J6HJKM,B013QWS5A0,B015OVPE3C,B016IXPWO6,B01ADFZC0Y,B01C8278QQ,B01DQG37VS,B0060AXNUI,B009EDJLW2,B00B9NUTXK,B00CBEFDFA,B00EXW62CQ,B00JTP5COQ,B00KWHFKHE,B0130MENR0"
A1YPT5II83LY3I,"B00005JS5C,B0002JHI1I,B000URXP6E,B000X2FPXC,B0013YXQ58,B001OHV1H4,B002RZZXYE,B004A7NXG2,B005K0T4OI,B006IB5T4W,B00BMVV3MK,B00M0RKBVY,B00W259T7G,B00XATBNNQ,B01CTE4DAM,B017MNBBFU,B008VEPDMC,B00ACIFQGS,B00D83TNRM,B00FXW81RY,B00KA3VEG6,B00SPPZPQG,B00YMCQRWW,B00ZZ17P84,B01B23MTL6,B01EL9BQ1M,B01FWBN620,B00COW4G9S,B00HN8GVPU,B00KMFPX28,B00LMZ4GMU,B017LH7XI6,B01ABO4RQC,B01H6F88MS,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B0007M11XQ,B000FJGFUK,B000GDJDPE,B000GI3TZ4,B000HX4JWK,B000IOAA3K,B000PHUKEE,B000PHZ7HO,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013CU7PW,B0013J8ARW,B0013U0EYI,B0015Z532O,B0016191HU,B00176GSEI,B0018APVTG,B001LYAQB2,B002BU1TZ2,B002D48QUC,B003CHCYVG,B003CR4KRM,B003V1I44E,B004Q1OCQ2,B004XHOBAG,B0052H2JXW,B0057MMSWY,B0059JS2PC,B00837YY18,B008H6MXBI,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00EU6NK66,B00FBH5AXY,B00II17BAA,B00LA5NKTM,B00LA5NHXQ,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00SXM70UA,B00U1E54CE,B00U6ZCD2C,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00ZVFKY14,B011J6HJKM,B015OVPE3C,B016IXPWO6,B01714LPZG,B01ADFZC0Y,B01ALDX700,B01C68GAXE,B01C8278QQ,B01DQG37VS,B01EBTAU5K,B00KWHFKHE"
A3F9CMU8KNAY1M,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000GLRREU,B000URXP6E,B000X2FPXC,B002RZZXYE,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00W259T7G,B01B5GTUM6,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00MPGFVHY,B00O4UYXC8,B00PJIPZGW,B00VLWILVG,B00F16IVYA,B00RKTQOE0,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B000GDJDPE,B000GI3TZ4,B000JL8QO2,B000MIH34Q,B000PHZ7HO,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013CU7PW,B0013U0EYI,B0015ZAOLY,B0015Z532O,B0018APVTG,B001GAOUZY,B001T0HHDS,B002D48QUC,B003B6S36S,B003CR4KRM,B003V1I44E,B004JKNYL4,B004LCZEJK,B004N2SQUC,B004Q1OCQ2,B004XHOBAG,B00512SFZO,B0052H2JXW,B006NZ3PYY,B0079K5ZPY,B00837YY18,B008H6MXBI,B008MAPGEK,B00A8JWJRA,B00BEZBQMQ,B00BNUF34E,B00CUF29WU,B00CYHM3Y8,B00EL11LW0,B00EU6NK66,B00FBH5AXY,B00G187CCO,B00GBH8TBS,B00I8NUF2O,B00II17BAA,B00LA5NKTM,B00LA5NHXQ,B00MRRFKBS,B00NZ1FH86,B00O0GBRL6,B00Q7BBDXY,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00U1E54CE,B00U6IC4BE,B00UVRZLLA,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00YHPQLO8,B011J6HJKM,B0129W97S2,B013QWS5A0,B0166EMYQG,B01A0NT3D6,B01ALDX700,B01B4OIJ62,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01FTDAHVO"
A2GYSBPPA0A01C,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000FI4S1E,B000GLRREU,B000URXP6E,B000X2FPXC,B002RZZXYE,B004A7NXG2,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00CZH3K1C,B00G5L867C,B00W259T7G,B01B5GTUM6,B01C7G4REE,B00ACIFQGS,B00FR8519U,B00HN5BJOG,B00KA3VEG6,B00MPGFVHY,B00O4UYXC8,B00PJIPZGW,B000M49WHG,B00E0K6KMI,B00F16IVYA,B00RKTQOE0,B01C3DVZQE,B01DR1FOKY,B00021CDQ6,B0002OZ018,B000GI3TZ4,B000MIH34Q,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013J8ARW,B0013U0EYI,B0015Z532O,B0018APVTG,B001G60E3K,B001GAOUZY,B001T0HHDS,B002D48QUC,B003B6S36S,B003CR4KRM,B004LCZEJK,B004N2SQUC,B004Q1OCQ2,B004XHOBAG,B00512SFZO,B006NZ3PYY,B0079K5ZPY,B00837YY18,B008H6MXBI,B00A8JWJRA,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00EEW7NPA,B00ES5KT54,B00EU6NK66,B00FBH5AXY,B00G187CCO,B00GBH8TBS,B00II17BAA,B00JBUJ6QO,B00KWGZD36,B00KYAYL2E,B00LA5NKTM,B00LA5NHXQ,B00O0GBRL6,B00Q7BBDXY,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00U1E54CE,B00U6IC4BE,B00UVRZLLA,B00WNC5L3E,B00X8T2L5W,B00XLYPGF6,B0129W97S2,B0136SHERY,B013QWS5A0,B0166EMYQG,B016IXPWO6,B019N8UNK6,B01ALDX700,B01ALDX6FQ,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01FEDQ1V4,B01FTDAHVO"
A1C1UK1VCQ6ZLU,"B00005JS5C,B000FED5DU,B000URXP6E,B000W9IWMM,B001JKRNX2,B004A7NXG2,B005K0T4OI,B00JIN3QEM,B00LP9UFYG,B013G464EM,B000S805IG,B00FKXV8ZI,B00NI8L1EA,B017JK62UA,B017MNBBFU,B018JXFITC,B01BH43UHC,B007HXMQXM,B0092UF54A,B00FAX79MO,B00FXW81RY,B00GOQ3YWA,B00IOCE2F0,B00JRX3BIE,B00KW4LIJQ,B00LIGBCTS,B00MRXJRZW,B00X2RPAVM,B00ZZ17P84,B01ANF7VJO,B01E0WEH98,B01EL9BQ1M,B01GT4KKFA,B01H3AKFPY,B006UKPQTY,B006ZZTB9A,B00E0K6KMI,B00F2OZ5JK,B00I964ISW,B00MVC4FHE,B00NHM0F0I,B014QUVQI4,B016FAVZP2,B017D6UG1Q,B017LH7XI6,B01BRAFDZS,B01ELGT77K,B01G50EPWC,B0002ZOF22,B0007M11XQ,B000BYVBIU,B000HX4JWK,B000JYNDXS,B000MNJMDG,B000N2KWOY,B000OSADQE,B000PI38QA,B000PHZ7HO,B000WMWR1G,B000YBNL2Y,B00132H3UE,B0016191HU,B0019IVEEI,B002CMLHF6,B002D48QUC,B003CHCYVG,B003CR4KRM,B003V1I44E,B004DM595C,B004Q1OCQ2,B004QA77JW,B005EZSUS0,B006OLGV2A,B008H6MXBI,B008MAPGEK,B0090QKZ9G,B00EU6NK66,B00II17BAA,B00JIIUJ5Q,B00LA5NKTM,B00QREE3FG,B00QTTJWMS,B00R5DSC2I,B00U1E54CE,B00U6ZCD2C,B00UVRZLLA,B00X7NEOVS,B00X8T2L5W,B00ZVFKY14,B011J6HJKM,B013QWS5A0,B015OVPE3C,B016IXPWO6,B01DQG37VS,B01FEDQ1V4,B001VGJ00S,B003RZYC6S,B0060AXNUI,B00EXW62CQ,B00JTP5COQ"
A2CO3HS43F3LFH,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000GLRREU,B000URXP6E,B000W9IWMM,B000X2FPXC,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00G5L867C,B00W259T7G,B00X8LM98Y,B01B5GTUM6,B01C7G4REE,B005MF5NE6,B00ACIFQGS,B00FR8519U,B00FXW81RY,B00KA3VEG6,B00O4UYXC8,B00PJIPZGW,B015POLLZI,B00F16IVYA,B00RKTQOE0,B01C3DVZQE,B01DR1FOKY,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B000GDJDPE,B000GI3TZ4,B000MIH34Q,B000PHUKEE,B000PHZ7HO,B000Q34ZS4,B000SWY05Q,B000YBNL2Y,B0013B53DY,B0013CU7PW,B0013U0EYI,B0015ZAOLY,B0015Z532O,B0018APVTG,B001G60E3K,B001GAOUZY,B001T0HHDS,B002D48QUC,B003B6S36S,B003CR4KRM,B004LCZEJK,B004N2SQUC,B004Q1OCQ2,B006NZ3PYY,B0079K5ZPY,B00837YY18,B008VFBCYO,B00A8JWJRA,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00D6V6TTG,B00ES5KT54,B00EU6NK66,B00FBH5AXY,B00G187CCO,B00GBH8TBS,B00II17BAA,B00IWU8OM6,B00JBUJ6QO,B00JR66VBU,B00LA5NKTM,B00LA5NHXQ,B00NZ1FH86,B00O0GBRL6,B00QTTJWMS,B00R69ZDW8,B00TLUNPUW,B00U1E54CE,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00YHPQLO8,B011J6HJKM,B013QWS5A0,B014UC1R5U,B01714LPZG,B01A0NT3D6,B01ALDX700,B01C68GAXE,B01C8278QQ,B01CEJLJOK,B01D90BYKC,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01FTDAHVO"
A8CGWGJ9OM58J,"B00005JS5C,B0002JHI1I,B000FED5DU,B000X2FPXC,B001F51WD8,B001JKRNX2,B002RZZXYE,B004A7NXG2,B005K0T4OI,B006IB5T4W,B00IIAK0RW,B00M0RKBVY,B00W259T7G,B0134QYVOW,B01BZV6VVY,B005CHEIOU,B00BK5IM6S,B00BXPVIT8,B00GTNZCYQ,B00SGHZDBU,B00SSBNJU6,B01GYFO0DM,B000PHANNM,B003MWEIA6,B007HXMQXM,B008VEPDMC,B00EC7J7U6,B00FXW81RY,B00IOCE2F0,B00KA3VEG6,B00LIGBCTS,B00M2Q3DBI,B00N1UQHL2,B00SPPZPQG,B01EL9BQ1M,B01FCWQ7V6,B004NOO37A,B0053WVNPG,B006ZZTB9A,B00IQUZLKU,B00KWXDGZ6,B00LAMRNFW,B00NASJFNW,B00NJKKOUY,B00NV0FRRC,B00PJIWE2U,B01BD3D93W,B01BRAFDZS,B00004U9V2,B0002OZ018,B0002ZOF22,B0007M11XQ,B000GAO1PE,B000GI3TZ4,B000JYNDXS,B000NW4LDW,B000PI38QA,B000PHZ7HO,B000YBNL2Y,B000YBIOB2,B0013J8ARW,B0013U0EYI,B0018APVTG,B0019IVEEI,B002D48R06,B002D48QUC,B004Q1OCQ2,B005EZSUS0,B005OS2CHC,B006OLGV2A,B00B1UE0JA,B00BH3INN0,B00BNUF34E,B00CUF29WU,B00CYHM3Y8,B00EU6NK66,B00II17BAA,B00JR66VBU,B00LA5NKTM,B00QREE3FG,B00QTTJWMS,B00TKOK5KC,B00U1E54CE,B00U6ZCD2C,B00ZVFKY14,B011J6HJKM,B013TKSUJK,B014I6LC8U,B015OVPE3C,B016IXPWO6,B01714LPZG,B01ALDX700,B01C68GAXE,B01C8278QQ,B01D90BYKC,B01EBTAU5K,B01F5XV5TQ,B00JTP5COQ,B00KWHFKHE,B017IZGN50"
A1AUEUD7NP1LUC,"B00005JS5C,B000URXP6E,B000X2FPXC,B0013YXQ58,B001F51T6S,B001JKRNX2,B004A7NXG2,B005K0T4OI,B006IB5T4W,B00BMVV3MK,B00JY8FFDQ,B00T9CJ83U,B00W259T7G,B00ZPVJ8MK,B0195R1FT8,B017MNBBFU,B000PHANNM,B001MZ60V0,B003MWEIA6,B007HXMQXM,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00KW4LIJQ,B00SPPZPQG,B00VTDWVSQ,B00ZZ17P84,B01EL9BQ1M,B0053WVNPG,B00E0K6KMI,B00F2OZ5JK,B00RKTQOE0,B0002OZ018,B0002ZOF22,B0007M11XQ,B000C1Z1WO,B000GI3TZ4,B000HX4JWK,B000MNJMDG,B000N2KWOY,B000OSADQE,B000PI38QA,B000PHZ7HO,B000Q34ZS4,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013CU7PW,B0013J8ARW,B0013U0EYI,B0016191HU,B0018APVTG,B002BU1TZ2,B002D48QUC,B003B6S36S,B003CR4KRM,B003V1I44E,B004O2542Y,B004Q1OCQ2,B004QA77JW,B004XHOBAG,B0052H2JXW,B008H6MXBI,B008MAPGEK,B00B1IFMH6,B00CUF29WU,B00CYHM3Y8,B00DHGE89I,B00DTW3454,B00EU6NK66,B00FBH5AXY,B00II17BAA,B00IZO0LLG,B00LA5NKTM,B00PKA9NWQ,B00QA29O2C,B00QREE3FG,B00QTTJWMS,B00U1E54CE,B00U6ZCD2C,B00UVRZLLA,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00YFVC15W,B00ZVFKY14,B011J6HJKM,B011KPIPRI,B013QWS5A0,B015OVPE3C,B016IXPWO6,B01714LPZG,B019OS5DRS,B01ALDX700,B01C8278QQ,B01CKH82Y6,B01DQG37VS,B01EBTAU5K,B005C673JI"
A30ODR6WBE61UB,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000GLRREU,B000X2FPXC,B000WZHGVY,B002RZZXYE,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00G5L867C,B00W259T7G,B013QT8C56,B01B5GTUM6,B01C7G4REE,B000PHANNM,B00ACIFQGS,B00FXW81RY,B00HFKN2IU,B00KA3VEG6,B00O4UYXC8,B00PJIPZGW,B01FWBN620,B00F16IVYA,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B000GDJDPE,B000GI3TZ4,B000MIH34Q,B000PHZ7HO,B000Q2Y062,B000SWY05Q,B000YBNL2Y,B0013B53DY,B0013U0EYI,B0015ZAOLY,B0015Z532O,B0018APVTG,B001GPUHZQ,B001T0HHDS,B002B4540O,B002D48QUC,B002P3L99G,B003B6S36S,B003CR4KRM,B004Q1OCQ2,B004SUY46E,B004XHOBAG,B006NZ3PYY,B006Z773PM,B0079K5ZPY,B00837YY18,B008H6MXBI,B00B1IFMH6,B00BNUF34E,B00CUF29WU,B00CYHM3Y8,B00EL11LW0,B00ES5KT54,B00EU6NK66,B00FBH5AXY,B00G187CCO,B00GBH8TBS,B00J9POUBC,B00JR67PU6,B00KWGZD36,B00KYAYL2E,B00LA5NKTM,B00LA5NHXQ,B00O0GBRL6,B00Q7BBDXY,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00SXM70UA,B00TLUNPUW,B00U1E54CE,B00UKNJLRU,B00UVRZLLA,B00WNC5L3E,B00X8T2L5W,B00XLYPGF6,B00YHPQLO8,B010NL93PI,B0129W97S2,B013QWS5A0,B0166EMYQG,B019N8UNK6,B01A0NT3D6,B01ALDX700,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01ELU4DSE,B01FTDAHVO,B001NBBAQI"
A3BRL8KNA6U4HE,"B00005JS5C,B0009RF9DW,B000FED5DU,B000URXP6E,B0013YXQ58,B001ET7FZE,B001JKRNX2,B005K0T4OI,B00JY8FFDQ,B00M0RKBVY,B0134QYVOW,B01CTE4DAM,B000052YD8,B0006ONA7A,B009P9TBV6,B00FKXV8ZI,B00I2OR6YE,B00SSBNJU6,B017MNBBFU,B000PHANNM,B001MZ60V0,B008VEPDMC,B00D83TNRM,B00FXW81RY,B00IOCE2F0,B00KW4LIJQ,B00LIGBCTS,B00S7J0X12,B00SPPZPQG,B00ZZ17P84,B011I12NMW,B0170ZHCB2,B01EL9BQ1M,B01EZU4V9Q,B004NOO37A,B0053WVNPG,B0083XIGVG,B00F2OZ5JK,B00I964ISW,B00LV3SG7Y,B014PLT4N8,B01BRAFDZS,B01D3UL160,B0002ZOF22,B0007M11XQ,B000GAO1PE,B000GI3TZ4,B000HX4JWK,B000O7PH34,B000SWY05Q,B000WMWR1G,B000YBNL2Y,B0013U0EYI,B0018APVTG,B0019IVEEI,B002BU1TZ2,B002D48R06,B002D48QUC,B002D48QNE,B003CR4KRM,B003V1I44E,B004DM595C,B004Q1OCQ2,B004XHOBAG,B005OS2CHC,B005R3PLHC,B008H6MXBI,B0090QKZ9G,B00B1UE0JA,B00B4LKGIK,B00BD3R1PU,B00CBMDZ4S,B00CYHM3Y8,B00DTW3454,B00II17BAA,B00JR66VBU,B00LA5NKTM,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00TKOK5KC,B00U1E54CE,B00U6ZCD2C,B00X7NEOVS,B00XLYPGF6,B00ZVFKY14,B011J6HJKM,B015OVPE3C,B016IXPWO6,B01ALDX700,B01C8278QQ,B01CKH82Y6,B00172IES0,B00172PBY0,B003EH0RWM,B00B9NUTXK,B00EXW62CQ,B00JTP5COQ,B00KWHFKHE,B0130MENR0"
A8FLR9ZXA4ECW,"B000050FDY,B00005JS5C,B0002JHI1I,B000URXP6E,B000X2FPXC,B001F51T6S,B001OHV1H4,B002RZZXYE,B004A7NXG2,B00567UTKI,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00IE3Y5GK,B00W259T7G,B013QT8C56,B000NWMOBS,B01GYFO0DM,B000PHANNM,B001MZ60V0,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00KW4LIJQ,B00NBG203A,B00PIFQTWK,B00ZOXFI1E,B010RRWKT4,B015POLLZI,B019OLD7GE,B01EL9BQ1M,B01EZU4V9Q,B0083XIGVG,B00NV0FRRC,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B000A5CPJ4,B000CRQHNU,B000GDJDPE,B000GI3TZ4,B000JL8QO2,B000MIH34Q,B000PHUKEE,B000PHZ7HO,B000SWY05Q,B000YBNL2Y,B0013B53DY,B0013J8ARW,B0013U0EYI,B0015Z532O,B0018APVTG,B001LYAQB2,B001T0HHDS,B002D48QUC,B003CR4KRM,B004N2SQUC,B004XHOBAG,B005EZSUS0,B006Z773PM,B007PCB5OQ,B00837YY18,B008H6MXBI,B008MAPGEK,B00BNUF34E,B00CUF29WU,B00CYHM3Y8,B00EU6NK66,B00FBH5AXY,B00GBH8TBS,B00II17BAA,B00J9POUBC,B00LA5NKTM,B00LA5NHXQ,B00NZ1FH86,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00U1E54CE,B00U6ZCD2C,B00UVRZLLA,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B00ZVFKY14,B011J6HJKM,B013QWS5A0,B01714LPZG,B01A0NT3D6,B01ALDX700,B01C68GAXE,B01C8278QQ,B01CEJLJOK,B01D90BYKC,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B001NBBAQI,B00B9NUTXK"
AEVTO9RTOS6TD,"B00005JS5C,B0009RF9DW,B000URXP6E,B001JKRNX2,B005K0T4OI,B013G464EM,B000S805IG,B009P9TBV6,B00FKXV8ZI,B017MNBBFU,B018JXFITC,B003MWEIA6,B007HXMQXM,B00CZ509YU,B00D83TNRM,B00FXW81RY,B00GKF5BAS,B00IOCE2F0,B00JRX3BIE,B00KW4LIJQ,B00LIGBCTS,B00VHRBBU8,B00VTDWVSQ,B00X2RPAVM,B00ZZ17P84,B015CO7F74,B0170ZHCB2,B01ANF7VJO,B01EZU4V9Q,B01H3AKFPY,B006ZZTB9A,B0083XIGVG,B00AJYY7HY,B00COW4G9S,B00KW4L1Z2,B00XXWIGM6,B014QUVQI4,B01BRAFDZS,B01ELGT77K,B01G50EPWC,B0002ZOF22,B0007M11XQ,B000BYVBIU,B000HX4JWK,B000JYNDXS,B000LRPGF6,B000MNJMDG,B000PI38QA,B000PHZ7HO,B000WMWR1G,B000YBNL2Y,B00132H3UE,B0013U0EYI,B0015VIKZ0,B0015ZC0W0,B0016191HU,B0019IVEEI,B001T0HHDS,B002D48QUC,B003B6S36S,B003CHCYVG,B003CR4KRM,B003V1I44E,B004Q1OCQ2,B004QA77JW,B005EZSUS0,B005WOIUQA,B006MPZKCA,B006OLGV2A,B008H6MXBI,B008MAPGEK,B0090QKZ9G,B00BSEWFBE,B00CYHM3Y8,B00FBH5AXY,B00IUUBXYO,B00IZO0LLG,B00JIIUJ5Q,B00LA5NKTM,B00QA29O2C,B00QREE3FG,B00QTTJWMS,B00R5DSC2I,B00U6ZCD2C,B00UVRZLLA,B00X7NEOVS,B00X8T2L5W,B00ZVFKY14,B011J6HJKM,B013QWS5A0,B015OVPE3C,B016IXPWO6,B01C8278QQ,B01DQG37VS,B01FEDQ1V4,B000G837DS,B0060AXNUI,B00JQGY74O,B00JTP5COQ,B01A5ABU76"
